row_id,text,original_label,story_id,message_type,hierarchy_l1,hierarchy_l2,hierarchy_l3,hierarchy_l4,hierarchy_l5,hierarchy,hF1_path,hF1_ancestors,story_size,review_status,review_reason
345,"Путин сделал несколько заявлений по Афганистану:

• ситуация там беспокоит, несет риски для Центральной Азии и СНГ, требует активизации совместных усилий

• сформированное талибами (движение запрещено в России как террористическое) правительство Афганистана не отражает всей палитры мнений в стране

• торопиться с официальным признанием талибов не надо, но есть понимание, что с ними нужно взаимодействовать

• талибам будет сложно отказаться от такого источника доходов, как наркотрафик

• в Афганистане насчитывается около 2 тыс террористов ИГ (группировка запрещена в России как террористическая), они делают ставку на этноконфликты",talib,taliban_afghanistan_takeover,official_comment,war_conflicts,afghanistan,taliban_offensive,government_collapse,,war_conflicts/afghanistan/taliban_offensive/government_collapse,root/war_conflicts/afghanistan/taliban_offensive/government_collapse/taliban_afghanistan_takeover,root|root/war_conflicts|root/war_conflicts/afghanistan|root/war_conflicts/afghanistan/taliban_offensive|root/war_conflicts/afghanistan/taliban_offensive/government_collapse|root/war_conflicts/afghanistan/taliban_offensive/government_collapse/taliban_afghanistan_takeover,24,review,large_or_broad_story_candidate
346,"❗️Байден с трибуны ООН объявляет, что, уйдя из Афганистана, США завершили эру бесконечных войн и начали эпоху неустанной дипломатии",talib,taliban_afghanistan_takeover,official_comment,war_conflicts,afghanistan,taliban_offensive,government_collapse,,war_conflicts/afghanistan/taliban_offensive/government_collapse,root/war_conflicts/afghanistan/taliban_offensive/government_collapse/taliban_afghanistan_takeover,root|root/war_conflicts|root/war_conflicts/afghanistan|root/war_conflicts/afghanistan/taliban_offensive|root/war_conflicts/afghanistan/taliban_offensive/government_collapse|root/war_conflicts/afghanistan/taliban_offensive/government_collapse/taliban_afghanistan_takeover,24,review,large_or_broad_story_candidate
347,"МИД России сообщил РИА Новости по итогам визита афганского президента в США, что Вашингтон побуждает Кабул к переговорам с талибами.

В министерстве также заявили, что делать выводы о захвате талибами большей части Афганистана рано - они контролируют многие уезды, но не центры провинций.",talib,taliban_afghanistan_takeover,official_comment,war_conflicts,afghanistan,taliban_offensive,government_collapse,,war_conflicts/afghanistan/taliban_offensive/government_collapse,root/war_conflicts/afghanistan/taliban_offensive/government_collapse/taliban_afghanistan_takeover,root|root/war_conflicts|root/war_conflicts/afghanistan|root/war_conflicts/afghanistan/taliban_offensive|root/war_conflicts/afghanistan/taliban_offensive/government_collapse|root/war_conflicts/afghanistan/taliban_offensive/government_collapse/taliban_afghanistan_takeover,24,review,large_or_broad_story_candidate
348,"Байден на фоне обеспокоенности успехами талибов заявил, что правительство Афганистана способно устоять после вывода войск США",talib,taliban_afghanistan_takeover,official_comment,war_conflicts,afghanistan,taliban_offensive,government_collapse,,war_conflicts/afghanistan/taliban_offensive/government_collapse,root/war_conflicts/afghanistan/taliban_offensive/government_collapse/taliban_afghanistan_takeover,root|root/war_conflicts|root/war_conflicts/afghanistan|root/war_conflicts/afghanistan/taliban_offensive|root/war_conflicts/afghanistan/taliban_offensive/government_collapse|root/war_conflicts/afghanistan/taliban_offensive/government_collapse/taliban_afghanistan_takeover,24,review,large_or_broad_story_candidate
349,"На фоне наступления талибов продолжается исход из Афганистана местных военных: еще почти 100 из них отступили в Таджикистан, сообщили РИА Новости в погранвойсках республики",talib,taliban_afghanistan_takeover,fact,war_conflicts,afghanistan,taliban_offensive,government_collapse,,war_conflicts/afghanistan/taliban_offensive/government_collapse,root/war_conflicts/afghanistan/taliban_offensive/government_collapse/taliban_afghanistan_takeover,root|root/war_conflicts|root/war_conflicts/afghanistan|root/war_conflicts/afghanistan/taliban_offensive|root/war_conflicts/afghanistan/taliban_offensive/government_collapse|root/war_conflicts/afghanistan/taliban_offensive/government_collapse/taliban_afghanistan_takeover,24,review,large_or_broad_story_candidate
350,"Уход США из Афганистана - вызов для всего региона, последствия могут быть негативными и для России, заявил РИА Новости советник афганского президента по нацбезопасности Хамдулла Мохиб",talib,taliban_afghanistan_takeover,official_comment,war_conflicts,afghanistan,taliban_offensive,government_collapse,,war_conflicts/afghanistan/taliban_offensive/government_collapse,root/war_conflicts/afghanistan/taliban_offensive/government_collapse/taliban_afghanistan_takeover,root|root/war_conflicts|root/war_conflicts/afghanistan|root/war_conflicts/afghanistan/taliban_offensive|root/war_conflicts/afghanistan/taliban_offensive/government_collapse|root/war_conflicts/afghanistan/taliban_offensive/government_collapse/taliban_afghanistan_takeover,24,review,large_or_broad_story_candidate
351,"Афганские правительственные войска планируют контрнаступление на севере, сообщил РИА Новости советник президента Афганистана по нацбезопасности Мохиб",talib,taliban_afghanistan_takeover,official_comment,war_conflicts,afghanistan,taliban_offensive,government_collapse,,war_conflicts/afghanistan/taliban_offensive/government_collapse,root/war_conflicts/afghanistan/taliban_offensive/government_collapse/taliban_afghanistan_takeover,root|root/war_conflicts|root/war_conflicts/afghanistan|root/war_conflicts/afghanistan/taliban_offensive|root/war_conflicts/afghanistan/taliban_offensive/government_collapse|root/war_conflicts/afghanistan/taliban_offensive/government_collapse/taliban_afghanistan_takeover,24,review,large_or_broad_story_candidate
352,"РФ пристально следит за ситуацией в Афганистане, обстановка там стремительно ухудшается, Москва будет использовать в том числе потенциал базы на границе Таджикистана и Афганистана, чтобы пресечь любые агрессивные действия, заявил Лавров.

Путин, добавил он, находится в контакте с лидерами Центральной Азии. Представители секретариата ОДКБ посетили пограничный участок с Афганистаном. При этом обязательства России в рамках ОДКБ остаются в силе.",talib,taliban_afghanistan_takeover,official_comment,war_conflicts,afghanistan,taliban_offensive,government_collapse,,war_conflicts/afghanistan/taliban_offensive/government_collapse,root/war_conflicts/afghanistan/taliban_offensive/government_collapse/taliban_afghanistan_takeover,root|root/war_conflicts|root/war_conflicts/afghanistan|root/war_conflicts/afghanistan/taliban_offensive|root/war_conflicts/afghanistan/taliban_offensive/government_collapse|root/war_conflicts/afghanistan/taliban_offensive/government_collapse/taliban_afghanistan_takeover,24,review,large_or_broad_story_candidate
353,"США выводят войска из Афганистана, де-факто признав провал своей миссии, заявил Лавров.

Он отметил, что вместе с тем на севере страны, в пограничных районах усиливается влияние запрещенной в РФ террористической группировки ""Исламское государство"".",talib,taliban_afghanistan_takeover,official_comment,war_conflicts,afghanistan,taliban_offensive,government_collapse,,war_conflicts/afghanistan/taliban_offensive/government_collapse,root/war_conflicts/afghanistan/taliban_offensive/government_collapse/taliban_afghanistan_takeover,root|root/war_conflicts|root/war_conflicts/afghanistan|root/war_conflicts/afghanistan/taliban_offensive|root/war_conflicts/afghanistan/taliban_offensive/government_collapse|root/war_conflicts/afghanistan/taliban_offensive/government_collapse/taliban_afghanistan_takeover,24,review,large_or_broad_story_candidate
354,"Движение ""Талибан"" (признано террористическим и запрещено в РФ) намерено уничтожить лидера действующего в Панджшере Фронта сопротивления Афганистана Ахмада Масуда и не пойдет на переговоры с представителями сопротивления, заявил в интервью РИА Новости посол Афганистана в Таджикистане Мухаммад Зохир Агбар",talib,taliban_afghanistan_takeover,official_comment,war_conflicts,afghanistan,taliban_offensive,government_collapse,,war_conflicts/afghanistan/taliban_offensive/government_collapse,root/war_conflicts/afghanistan/taliban_offensive/government_collapse/taliban_afghanistan_takeover,root|root/war_conflicts|root/war_conflicts/afghanistan|root/war_conflicts/afghanistan/taliban_offensive|root/war_conflicts/afghanistan/taliban_offensive/government_collapse|root/war_conflicts/afghanistan/taliban_offensive/government_collapse/taliban_afghanistan_takeover,24,review,large_or_broad_story_candidate
355,"Ашраф Гани бежал из Афганистана, пока члены правительства ждали его на совещании, сообщил в интервью РИА Новости посол Афганистана в Таджикистане Мухаммад Зохир Агбар.

""Гани не просто сбежал, бросив на произвол судьбы своих соратников, но и прихватил бюджетные деньги, ограбив народ. Никто из его заместителей не знал, что он задумал бежать. По словам министра обороны правительства Гани (я имел с ним вчера личную беседу), советник Ашрафа Гани позвонил в Минобороны и сказал, что он будет там в 16.00 на совещании, они подготовились, ждали его, но именно в это время три самолета, где находился Гани и его близкие, вылетели из кабульского аэропорта"", - рассказал посол.",talib,taliban_afghanistan_takeover,official_comment,war_conflicts,afghanistan,taliban_offensive,government_collapse,,war_conflicts/afghanistan/taliban_offensive/government_collapse,root/war_conflicts/afghanistan/taliban_offensive/government_collapse/taliban_afghanistan_takeover,root|root/war_conflicts|root/war_conflicts/afghanistan|root/war_conflicts/afghanistan/taliban_offensive|root/war_conflicts/afghanistan/taliban_offensive/government_collapse|root/war_conflicts/afghanistan/taliban_offensive/government_collapse/taliban_afghanistan_takeover,24,review,large_or_broad_story_candidate
356,"Разбитая техника в кабульском аэропорту. Покидая Афганистан, американцы вывели из строя военное оборудование, чтобы никто не смог им воспользоваться, говорил генерал Маккензи",talib,taliban_afghanistan_takeover,opinion,war_conflicts,afghanistan,taliban_offensive,government_collapse,,war_conflicts/afghanistan/taliban_offensive/government_collapse,root/war_conflicts/afghanistan/taliban_offensive/government_collapse/taliban_afghanistan_takeover,root|root/war_conflicts|root/war_conflicts/afghanistan|root/war_conflicts/afghanistan/taliban_offensive|root/war_conflicts/afghanistan/taliban_offensive/government_collapse|root/war_conflicts/afghanistan/taliban_offensive/government_collapse/taliban_afghanistan_takeover,24,review,large_or_broad_story_candidate
357,"Шойгу: обстановка в Афганистане критическая, люди пытаются сбежать оттуда даже ценой жизни",talib,taliban_afghanistan_takeover,official_comment,war_conflicts,afghanistan,taliban_offensive,government_collapse,,war_conflicts/afghanistan/taliban_offensive/government_collapse,root/war_conflicts/afghanistan/taliban_offensive/government_collapse/taliban_afghanistan_takeover,root|root/war_conflicts|root/war_conflicts/afghanistan|root/war_conflicts/afghanistan/taliban_offensive|root/war_conflicts/afghanistan/taliban_offensive/government_collapse|root/war_conflicts/afghanistan/taliban_offensive/government_collapse/taliban_afghanistan_takeover,24,review,large_or_broad_story_candidate
358,"Талибы (движение признано террористическим и запрещено в РФ) празднуют уход американцев из Афганистана: примеряют их форму, изучают технику, поют и стреляют в воздух, сообщает LA Times.",talib,taliban_afghanistan_takeover,fact,war_conflicts,afghanistan,taliban_offensive,government_collapse,,war_conflicts/afghanistan/taliban_offensive/government_collapse,root/war_conflicts/afghanistan/taliban_offensive/government_collapse/taliban_afghanistan_takeover,root|root/war_conflicts|root/war_conflicts/afghanistan|root/war_conflicts/afghanistan/taliban_offensive|root/war_conflicts/afghanistan/taliban_offensive/government_collapse|root/war_conflicts/afghanistan/taliban_offensive/government_collapse/taliban_afghanistan_takeover,24,review,large_or_broad_story_candidate
359,"""Рособоронэкспорт"" заявил, что в случае угрозы со стороны талибов (движение запрещено в России как террористическое) готов поставлять оружие соседним с Афганистаном странам",talib,taliban_afghanistan_takeover,official_comment,war_conflicts,afghanistan,taliban_offensive,government_collapse,,war_conflicts/afghanistan/taliban_offensive/government_collapse,root/war_conflicts/afghanistan/taliban_offensive/government_collapse/taliban_afghanistan_takeover,root|root/war_conflicts|root/war_conflicts/afghanistan|root/war_conflicts/afghanistan/taliban_offensive|root/war_conflicts/afghanistan/taliban_offensive/government_collapse|root/war_conflicts/afghanistan/taliban_offensive/government_collapse/taliban_afghanistan_takeover,24,review,large_or_broad_story_candidate
360,"⚡️Как сообщили в Росавиации, начато расследование катастрофы Embraer в Тверской области, среди пассажиров значится фамилия и имя Евгения Пригожина",prigozhin,prigozhin_plane_crash,fact,politics,russia,internal_security,wagner,,politics/russia/internal_security/wagner,root/politics/russia/internal_security/wagner/prigozhin_plane_crash,root|root/politics|root/politics/russia|root/politics/russia/internal_security|root/politics/russia/internal_security/wagner|root/politics/russia/internal_security/wagner/prigozhin_plane_crash,19,ok,
361,"Росавиация подтвердила, что на борту разбившегося в Тверской области самолета был Евгений Пригожин",prigozhin,prigozhin_plane_crash,fact,politics,russia,internal_security,wagner,,politics/russia/internal_security/wagner,root/politics/russia/internal_security/wagner/prigozhin_plane_crash,root|root/politics|root/politics/russia|root/politics/russia/internal_security|root/politics/russia/internal_security/wagner|root/politics/russia/internal_security/wagner/prigozhin_plane_crash,19,ok,
362,Эксклюзивные кадры с места падения самолета Пригожина и первые свидетельства очевидцев - в материале РИА Новости,prigozhin,prigozhin_plane_crash,fact,politics,russia,internal_security,wagner,,politics/russia/internal_security/wagner,root/politics/russia/internal_security/wagner/prigozhin_plane_crash,root|root/politics|root/politics/russia|root/politics/russia/internal_security|root/politics/russia/internal_security/wagner|root/politics/russia/internal_security/wagner/prigozhin_plane_crash,19,ok,
363,"У Евросоюза нет достоверной информации по инциденту с самолетом Пригожина, заявил представитель внешнеполитической службы ЕС",prigozhin,prigozhin_plane_crash,fact,politics,russia,internal_security,wagner,,politics/russia/internal_security/wagner,root/politics/russia/internal_security/wagner/prigozhin_plane_crash,root|root/politics|root/politics/russia|root/politics/russia/internal_security|root/politics/russia/internal_security/wagner|root/politics/russia/internal_security/wagner/prigozhin_plane_crash,19,ok,
364,"❗️Зеленский заявил, что Киев не имеет отношения к инциденту с самолетом Пригожина",prigozhin,prigozhin_plane_crash,official_comment,politics,russia,internal_security,wagner,,politics/russia/internal_security/wagner,root/politics/russia/internal_security/wagner/prigozhin_plane_crash,root|root/politics|root/politics/russia|root/politics/russia/internal_security|root/politics/russia/internal_security/wagner|root/politics/russia/internal_security/wagner/prigozhin_plane_crash,19,ok,
365,"Польша еще сильнее опасается группы ""Вагнер"" после возможной гибели Пригожина, заявил премьер Моравецкий.

""Вагнер"" еще сильнее, чем раньше, ""будет использован в качестве инструмента провокаций и шантажа"", утверждает он.",prigozhin,prigozhin_plane_crash,official_comment,politics,russia,internal_security,wagner,,politics/russia/internal_security/wagner,root/politics/russia/internal_security/wagner/prigozhin_plane_crash,root|root/politics|root/politics/russia|root/politics/russia/internal_security|root/politics/russia/internal_security/wagner|root/politics/russia/internal_security/wagner/prigozhin_plane_crash,19,ok,
366,"Пригожин был человеком сложной судьбы, но талантливым, заявил Путин",prigozhin,prigozhin_plane_crash,official_comment,politics,russia,internal_security,wagner,,politics/russia/internal_security/wagner,root/politics/russia/internal_security/wagner/prigozhin_plane_crash,root|root/politics|root/politics/russia|root/politics/russia/internal_security|root/politics/russia/internal_security/wagner|root/politics/russia/internal_security/wagner/prigozhin_plane_crash,19,ok,
367,"Путин рассказал, что знал Пригожина очень давно, с начала 90-х годов: у него были ошибки, но он добивался нужных результатов и для себя, и для общего дела",prigozhin,prigozhin_plane_crash,official_comment,politics,russia,internal_security,wagner,,politics/russia/internal_security/wagner,root/politics/russia/internal_security/wagner/prigozhin_plane_crash,root|root/politics|root/politics/russia|root/politics/russia/internal_security|root/politics/russia/internal_security/wagner|root/politics/russia/internal_security/wagner/prigozhin_plane_crash,19,ok,
368,"Лавров об авиакатастрофе с самолетом Пригожина: идет расследование, призываю ориентироваться на факты, а не на то, что говорят западные СМИ",prigozhin,prigozhin_plane_crash,official_comment,politics,russia,internal_security,wagner,,politics/russia/internal_security/wagner,root/politics/russia/internal_security/wagner/prigozhin_plane_crash,root|root/politics|root/politics/russia|root/politics/russia/internal_security|root/politics/russia/internal_security/wagner|root/politics/russia/internal_security/wagner/prigozhin_plane_crash,19,ok,
369,"США считают, что Пригожин вероятно погиб, считают неверными сообщения о том, что самолет с ним был сбит ракетой с земли, заявляет Пентагон",prigozhin,prigozhin_plane_crash,official_comment,politics,russia,internal_security,wagner,,politics/russia/internal_security/wagner,root/politics/russia/internal_security/wagner/prigozhin_plane_crash,root|root/politics|root/politics/russia|root/politics/russia/internal_security|root/politics/russia/internal_security/wagner|root/politics/russia/internal_security/wagner/prigozhin_plane_crash,19,ok,
370,"Кадыров назвал гибель Пригожина большой утратой для России.

""Несомненно, он внес большой вклад в проведение СВО. И эту заслугу у него не отнять. Его гибель – большая утрата для всего государства""

""Но в последнее время он либо не видел, либо не хотел видеть полную картину происходящего в стране. Я просил его оставить личные амбиции в угоду делам первостепенной государственной важности. Все остальное можно было решить потом. Но такой уж он был, Пригожин, со своим железным характером и желанием добиться своего прямо здесь и сейчас""",prigozhin,prigozhin_plane_crash,official_comment,politics,russia,internal_security,wagner,,politics/russia/internal_security/wagner,root/politics/russia/internal_security/wagner/prigozhin_plane_crash,root|root/politics|root/politics/russia|root/politics/russia/internal_security|root/politics/russia/internal_security/wagner|root/politics/russia/internal_security/wagner/prigozhin_plane_crash,19,ok,
371,"Гибель Пригожина ничего не изменит в плане сотрудничества ЦАР с российскими силами, заявил советник президента республики.

""Это печальная новость, он спас демократию, поэтому страна в трауре. Но для нас это абсолютно ничего не меняет"", - заявил советник президента ЦАР.",prigozhin,prigozhin_plane_crash,official_comment,politics,russia,internal_security,wagner,,politics/russia/internal_security/wagner,root/politics/russia/internal_security/wagner/prigozhin_plane_crash,root|root/politics|root/politics/russia|root/politics/russia/internal_security|root/politics/russia/internal_security/wagner|root/politics/russia/internal_security/wagner/prigozhin_plane_crash,19,ok,
372,"❗️Песков назвал абсолютной ложью заявления с Запада о том, что за гибелью Пригожина может стоять Кремль.

Говоря о причинах катастрофы, пресс-секретарь президента заявил, что фактов пока немного, их предстоит выяснить следствию.

Официальные итоги расследования будут опубликованы, заверил он.",prigozhin,prigozhin_plane_crash,official_comment,politics,russia,internal_security,wagner,,politics/russia/internal_security/wagner,root/politics/russia/internal_security/wagner/prigozhin_plane_crash,root|root/politics|root/politics/russia|root/politics/russia/internal_security|root/politics/russia/internal_security/wagner|root/politics/russia/internal_security/wagner/prigozhin_plane_crash,19,ok,
373,"Песков о том, пойдет ли Путин на похороны Пригожина: пока не знаем, насколько долгими будут процедуры следствия, у президента в целом плотный график",prigozhin,prigozhin_plane_crash,official_comment,politics,russia,internal_security,wagner,,politics/russia/internal_security/wagner,root/politics/russia/internal_security/wagner/prigozhin_plane_crash,root|root/politics|root/politics/russia|root/politics/russia/internal_security|root/politics/russia/internal_security/wagner|root/politics/russia/internal_security/wagner/prigozhin_plane_crash,19,ok,
374,"Лукашенко заявил, что Пригожин никогда не просил у него гарантий безопасности.

""Если прямо отвечать на этот вопрос: я и не должен обеспечивать безопасность Пригожина. Это во-первых. Во-вторых, никогда в таком ключе разговор и не шел"", - заявил белорусский президент.",prigozhin,prigozhin_plane_crash,official_comment,politics,russia,internal_security,wagner,,politics/russia/internal_security/wagner,root/politics/russia/internal_security/wagner/prigozhin_plane_crash,root|root/politics|root/politics/russia|root/politics/russia/internal_security|root/politics/russia/internal_security/wagner|root/politics/russia/internal_security/wagner/prigozhin_plane_crash,19,ok,
375,"Лукашенко о катастрофе самолета Пригожина: не могу сказать, кто это сделал, не могу представить, что виноват Путин",prigozhin,prigozhin_plane_crash,official_comment,politics,russia,internal_security,wagner,,politics/russia/internal_security/wagner,root/politics/russia/internal_security/wagner/prigozhin_plane_crash,root|root/politics|root/politics/russia|root/politics/russia/internal_security|root/politics/russia/internal_security/wagner|root/politics/russia/internal_security/wagner/prigozhin_plane_crash,19,ok,
376,"⚡️ Евгений Пригожин и Дмитрий Уткин находились на борту разбившегося самолета Embraer — официальное подтверждение Росавиации

Ведомство опубликовало полный список пассажиров и членов экипажа: 

Propustin Sergey
Makaryan Evgeniy
Totmin Aleksandr
Chekalov Valeriy
Utkin Dmitriy
Matuseev Nikolay
Prigozhin Evgeniy

Члены экипажа:
Levshin Aleksei, командир;
Karimov Rustam, второй пилот;
Raspopova Kristina, бортпроводник.

@if_market_news",prigozhin,prigozhin_plane_crash,fact,politics,russia,internal_security,wagner,,politics/russia/internal_security/wagner,root/politics/russia/internal_security/wagner/prigozhin_plane_crash,root|root/politics|root/politics/russia|root/politics/russia/internal_security|root/politics/russia/internal_security/wagner|root/politics/russia/internal_security/wagner/prigozhin_plane_crash,19,ok,
377,"⚡️ Евгений Пригожин был на борту самолета, — Россия 24 со ссылкой на Росавиацию

Важная деталь: телеканал цитирует новость о списках пассажиров от Росавиации, вывод может быть сделан на основе этой информации. Гибель Пригожина ещё не подтверждена.

@if_market_news",prigozhin,prigozhin_plane_crash,fact,politics,russia,internal_security,wagner,,politics/russia/internal_security/wagner,root/politics/russia/internal_security/wagner/prigozhin_plane_crash,root|root/politics|root/politics/russia|root/politics/russia/internal_security|root/politics/russia/internal_security/wagner|root/politics/russia/internal_security/wagner/prigozhin_plane_crash,19,ok,
378,"⚠️ Специальная комиссия Росавиации займется расследованием катастрофы бизнес-джета в Тверской области, в списке пассажиров которого значился Евгений Пригожин, — Интерфакс

СК РФ завел дело о нарушении правил безопасности движения и эксплуатации воздушного транспорта, на место выехала следственная группа, передает ведомство.

@if_market_news",prigozhin,prigozhin_plane_crash,fact,politics,russia,internal_security,wagner,,politics/russia/internal_security/wagner,root/politics/russia/internal_security/wagner/prigozhin_plane_crash,root|root/politics|root/politics/russia|root/politics/russia/internal_security|root/politics/russia/internal_security/wagner|root/politics/russia/internal_security/wagner/prigozhin_plane_crash,19,ok,
379,"Дональд Трамп вместе с супругой Меланией проголосовал на выборах президента во Флориде. Республиканец заявил, что если эти выборы будут честными, он «будет первым, кто признает результат». 

Он пришел на участок для голосования в красной кепке с надписью «45-47». Сейчас в США выбирают 47-го президента, а Трамп в свой прошлый срок был 45-м. 

Фото: Brian Snyder / Reuters",trump_election,trump_presidential_election_2024,fact,politics,elections,usa,presidential,,politics/elections/usa/presidential,root/politics/elections/usa/presidential/trump_presidential_election_2024,root|root/politics|root/politics/elections|root/politics/elections/usa|root/politics/elections/usa/presidential|root/politics/elections/usa/presidential/trump_presidential_election_2024,34,review,large_or_broad_story_candidate
380,"Илон Маск будет следить за результатами выборов президента США вместе с Дональдом Трампом в поместье республиканца Мар-а-Лаго во Флориде, сообщили источники The New York Times. Предприниматель будет в числе небольшой группы людей, которая приглашена на вечерние празднества в резиденции Трампа. 

Фото: Anna Moneymaker / Getty Images",trump_election,trump_presidential_election_2024,fact,politics,elections,usa,presidential,,politics/elections/usa/presidential,root/politics/elections/usa/presidential/trump_presidential_election_2024,root|root/politics|root/politics/elections|root/politics/elections/usa|root/politics/elections/usa/presidential|root/politics/elections/usa/presidential/trump_presidential_election_2024,34,review,large_or_broad_story_candidate
381,"В Мичигане задержали мужчину, который публиковал в интернете угрозы устроить стрельбу в случае победы Дональда Трампа на выборах, передает ABC со ссылкой на обвинительные документы.

Сообщение о подозрительной активности поступило в полицию в конце сентября от соцсети Reddit , где появились аккаунты с угрожающими названиями, например PlanningToKillTrump («ПланируюУбитьТрампа»). Накануне силовики задержали в отеле в поселке Кантон в Мичигане Айзека Сиссела.  Оружия при нем не нашли, в документах говорится, что Сиссел писал в одном из своих постов, что он его спрятал. В отношении него ранее было выписано несколько ордеров на арест, в том числе по обвинениям в преследовании и домогательствах.

Главное о ходе голосования на выборах президента США — в этом материале. 

🐚 Читать РБК в Telegram",trump_election,trump_presidential_election_2024,fact,politics,elections,usa,presidential,,politics/elections/usa/presidential,root/politics/elections/usa/presidential/trump_presidential_election_2024,root|root/politics|root/politics/elections|root/politics/elections/usa|root/politics/elections/usa/presidential|root/politics/elections/usa/presidential/trump_presidential_election_2024,34,review,large_or_broad_story_candidate
382,"Кандидат в президенты США от республиканской партии Дональд Трамп может одержать победу в штатах Индиана, Кентукки и Западная Вирджиния, а демократ, действующий вице-президент Камала Харрис — в Вермонте, следует из прогноза AP. Аналогичные данные публикует CNN. 

Индиана предоставляет 11 голосов выборщиков, Кентукки — восемь, Западная Вирджиния — четыре (таким образом, Трамп получает 23 голоса), а Вермонт — три.",trump_election,trump_presidential_election_2024,fact,politics,elections,usa,presidential,,politics/elections/usa/presidential,root/politics/elections/usa/presidential/trump_presidential_election_2024,root|root/politics|root/politics/elections|root/politics/elections/usa|root/politics/elections/usa/presidential|root/politics/elections/usa/presidential/trump_presidential_election_2024,34,review,large_or_broad_story_candidate
383,"Дональд Трамп обеспечил себе победу в шести штатах и получает 90 голосов выборщиков, Камала Харрис — в трех с 27 голосами выборщиков. Для победы необходимо набрать 270 голосов.

🍱 Интерактивная карта голосования.",trump_election,trump_presidential_election_2024,fact,politics,elections,usa,presidential,,politics/elections/usa/presidential,root/politics/elections/usa/presidential/trump_presidential_election_2024,root|root/politics|root/politics/elections|root/politics/elections/usa|root/politics/elections/usa/presidential|root/politics/elections/usa/presidential/trump_presidential_election_2024,34,review,large_or_broad_story_candidate
384,"Трамп обеспечил себе более 100 голосов выборщиков в республиканских штатах, Харрис пока отстает, подсчитало AP.

В ключевых штатах подсчет бюллетеней продолжается. Самый важный штат на этих выборах — колеблющаяся Пенсильвания с 19 голосами.",trump_election,trump_presidential_election_2024,fact,politics,elections,usa,presidential,,politics/elections/usa/presidential,root/politics/elections/usa/presidential/trump_presidential_election_2024,root|root/politics|root/politics/elections|root/politics/elections/usa|root/politics/elections/usa/presidential|root/politics/elections/usa/presidential/trump_presidential_election_2024,34,review,large_or_broad_story_candidate
385,"Проходящие сейчас выборы президента США стали самыми дорогими в истории страны, сообщает Financial Times: демократ Камала Харрис и республиканец Дональд Трамп вместе потратили $3,5 млрд на свои кампании.",trump_election,trump_presidential_election_2024,fact,politics,elections,usa,presidential,,politics/elections/usa/presidential,root/politics/elections/usa/presidential/trump_presidential_election_2024,root|root/politics|root/politics/elections|root/politics/elections/usa|root/politics/elections/usa/presidential|root/politics/elections/usa/presidential/trump_presidential_election_2024,34,review,large_or_broad_story_candidate
386,"Трамп побеждает в Небраске в третий раз подряд, получая два голоса выборщиков. Небраска - один из двух штатов, которые делят голоса выборщиков: два достаются победителю по итогам подсчетов на уровне штата, по одному - победителю каждого избирательного округа.",trump_election,trump_presidential_election_2024,fact,politics,elections,usa,presidential,,politics/elections/usa/presidential,root/politics/elections/usa/presidential/trump_presidential_election_2024,root|root/politics|root/politics/elections|root/politics/elections/usa|root/politics/elections/usa/presidential|root/politics/elections/usa/presidential/trump_presidential_election_2024,34,review,large_or_broad_story_candidate
387,"Кому еще по прогнозам и подсчетам отдадут голоса выборщиков:

У Трампа: 
▪️Вайоминг 
▪️Техас
▪️Южная Дакота 
▪️Небраска кроме второго избирательного округа 
▪️Северная Дакота
▪️Луизиана
▪️Канзас

У Харрис: 
▪️Колорадо 
▪️Нью-Йорк",trump_election,trump_presidential_election_2024,fact,politics,elections,usa,presidential,,politics/elections/usa/presidential,root/politics/elections/usa/presidential/trump_presidential_election_2024,root|root/politics|root/politics/elections|root/politics/elections/usa|root/politics/elections/usa/presidential|root/politics/elections/usa/presidential/trump_presidential_election_2024,34,review,large_or_broad_story_candidate
388,"Республиканец Дональд Трамп получает 177 голосов выборщиков, демократка Камала Харрис — 99, следует из расчетов AP. 

По подсчетам CNN, за республиканцем 154 голоса выборщиков, Харрис — 53. Fox News прогнозирует 195 голосов за Трампа и 113 за Харрис.

Фото: Marco Bello / Reuters",trump_election,trump_presidential_election_2024,fact,politics,elections,usa,presidential,,politics/elections/usa/presidential,root/politics/elections/usa/presidential/trump_presidential_election_2024,root|root/politics|root/politics/elections|root/politics/elections/usa|root/politics/elections/usa/presidential|root/politics/elections/usa/presidential/trump_presidential_election_2024,34,review,large_or_broad_story_candidate
389,"Харрис обогнала Трампа на острове Гуам — эта территория не является штатом и исход голосования не влияет на результат гонки, однако политологи называют его «пророческим» регионом — набравший здесь наибольшее количество голосов кандидат в последние 20 лет оказывался президентом США.",trump_election,trump_presidential_election_2024,fact,politics,elections,usa,presidential,,politics/elections/usa/presidential,root/politics/elections/usa/presidential/trump_presidential_election_2024,root|root/politics|root/politics/elections|root/politics/elections/usa|root/politics/elections/usa/presidential|root/politics/elections/usa/presidential/trump_presidential_election_2024,34,review,large_or_broad_story_candidate
